class,value
CON,1.046683874
CON,1.08439008
CON,0.997531141
CON,0.89316575
CON,0.941645158
CON,1.036583997
SHED,0.77701717
SHED,0.759174055
SHED,0.881719223
SHED,0.796206935
SHED,0.66760184
SHED,0.776007182
