class,value
CON,0.82269371
CON,0.662865688
CON,1.110944948
CON,1.076175343
CON,1.215814562
CON,1.111505748
SHED,0.655575287
SHED,0.615758482
SHED,0.632021684
SHED,0.509767268
SHED,0.615758482
