class,value
CON,33.748
CON,35.128
CON,31.613
CON,30.121
CON,31.086
CON,33.878
SHED,42.337
SHED,33.41
SHED,39.648
SHED,38.256
SHED,44.23
SHED,37.217
SHED,41.498
