class,value
CON,0.999478504
CON,0.999463119
CON,0.893792999
CON,0.874663311
CON,0.874889054
CON,0.862983627
CON,0.998973268
CON,0.993418671
SHED,0.181477318
SHED,0.443990618
SHED,0.421095231
SHED,0.726763539
SHED,0.705572354
SHED,0.586012845
SHED,0.348183876
SHED,0.591549305
