class,value
CON,3076.148
CON,3095.002
CON,3679.208
CON,2056.686
CON,2365.361
CON,3816.926
CON,1793.92
SHED,1299.635
SHED,4311.045
SHED,3320.89
SHED,3014.307
SHED,1969.042
SHED,2782.984
