genename,pvalue,FoldChange,log(pvalue),log2FC,sig,size
Necab2,0.234276427709522,1.105877891507797,0.6302714067965042,0.1451920952998548,normal,0.11058778915077969
Agtpbp1,0.5499294515317199,1.1508420869732972,0.2596930210069708,0.20268988736240415,normal,0.11508420869732972
Cs,0.06142844869905286,1.135559916949912,1.2116304521222085,0.1834038307528088,normal,0.1135559916949912
Exoc8,0.13195904359682925,1.1283952916221658,0.8795608407632861,0.17427255121378615,normal,0.11283952916221658
Tmod2,0.13215278656273116,1.1119692075944352,0.8789236749381841,0.15311683782231048,normal,0.11119692075944351
Gnai2,0.2623812011075948,1.1543349344056215,0.5810672841885409,0.20706188784556043,normal,0.11543349344056215
Pfn1,0.1091263921463086,1.140101906079563,0.9620702028730561,0.18916278300833822,normal,0.1140101906079563
Ccdc6,0.022710226735677946,1.1248015784991245,1.6437785298242003,0.16967052414191688,up,0.11248015784991246
Chmp1a,0.07217078768135486,1.1326688076695164,1.141638554729951,0.17972607882682298,normal,0.11326688076695164
Dnah6,0.8444090746446464,1.0526815865957846,0.07344710808948984,0.0740691183128478,normal,0.10526815865957846
Rpl3,0.032278594436460424,1.1228275180501683,1.491085384785763,0.16713632670089723,up,0.11228275180501683
Cul3,0.04144523494104582,1.1244234404406708,1.382525394131063,0.16918543447569975,up,0.11244234404406708
Esyt2,0.2853064529458497,1.1586556814327693,0.5446884055350665,0.21245190328018254,normal,0.11586556814327693
Rpl6,0.028479359727210562,1.1188743746380254,1.545469778731287,0.16204806199709323,up,0.11188743746380254
Abce1,0.022024679726081412,1.1283830463124538,1.6570903982033993,0.17425689504827013,up,0.11283830463124538
Ndufs5,0.03908983828223432,1.1165348652048543,1.4079361262748018,0.159028301830155,up,0.11165348652048543
Cst3,0.15721604177518284,1.1401044434810292,0.8035031421452559,0.18916599385503446,normal,0.11401044434810292
Adss2,0.013446876992013954,1.1262647723778134,1.871378567901168,0.17154602892134074,up,0.11262647723778134
Rpl30,0.0758264960996467,1.1303464886430132,1.120179012057049,0.17676507425521676,normal,0.11303464886430133
Hnrnph1,0.03891442697792153,1.1211995333198033,1.40988936023407,0.16504304898594707,up,0.11211995333198033
Hras,0.1329900344562899,1.1069338518959428,0.8761809014599516,0.14656901218899762,normal,0.11069338518959429
Setd7,0.029882283364629284,1.1141836301813832,1.5245862202846632,0.15598702488595706,up,0.11141836301813832
Pck2,0.0727265354998675,1.1139557193618272,1.1383071005782623,0.15569188552642596,normal,0.11139557193618273
Timm8b,0.07102556815185514,1.1089956051829195,1.1485852835574564,0.14925364828287743,normal,0.11089956051829195
Actn4,0.13727509672224122,1.1353664154525154,0.8624082416202549,0.18315797191767966,normal,0.11353664154525153
Tubb2a,0.036502324242177135,1.116706881234971,1.4376794814773581,0.15925054975695385,up,0.11167068812349709
Spag5,0.05733563873540271,1.1253267212173441,1.241575344964416,0.17034392646229576,normal,0.11253267212173441
Trmt112,0.2460676712517128,1.146981426322351,0.6089454408248647,0.19784202921808297,normal,0.1146981426322351
Erbin,0.13432335398992118,1.1303953719583908,0.8718484726090678,0.17682746414405587,normal,0.11303953719583908
Rap2b,0.057325765869587306,1.1127883808622483,1.2416501344050228,0.15417926122578043,normal,0.11127883808622482
Wdfy1,0.10686307248989187,1.1262652679645004,0.9711723432897126,0.1715466637456875,normal,0.11262652679645005
