Annotation/Divergence,pvalue,FoldChange,log(pvalue),log2FC,sig,size
Ap1b1,0.6008801530991061,0.9778778906780243,0.22121214037332762,0.032273770315081406,normal,0.09778778906780243
Cops8,0.642527004730663,0.9767785234899331,0.19210861467518778,0.03389661486834337,normal,0.09767785234899332
Xkr6,0.6915831633656947,0.9166952348303051,0.16015558819507592,0.12548592080482482,normal,0.09166952348303051
Clec18a,0.15210388776679631,0.8855794750810968,0.8178596852626608,0.17530630946828152,normal,0.08855794750810968
Cp,0.002017715270892878,2.0499999999999994,2.6951401190725988,-1.035623909730721,down,0.20499999999999993
6030407O03Rik,0.9942192267004457,0.9984472049689441,0.0025178425154972223,0.002241950786669626,normal,0.09984472049689441
Hs3st1,0.43084797044863354,0.9615434981884848,0.3656759485000843,0.05657597138214787,normal,0.09615434981884849
Dact3,0.011784455463539007,0.8446489593690208,1.928690480568081,0.2435762207155309,normal,0.08446489593690208
Diablo,0.30340202002385863,0.9324029896025814,0.5179815320453507,0.10097446463990556,normal,0.09324029896025814
Mgmt,0.7130664216654569,0.9294208893485005,0.14687001402018787,0.10559602415018102,normal,0.09294208893485005
Rfc5,0.2314462425982942,0.9065066329753633,0.6355498653545898,0.14161051857413093,normal,0.09065066329753632
Ramp3,0.11399306354953131,0.7604790419161677,0.9431215745741808,0.3950196057018864,normal,0.07604790419161676
Sp8,0.7389133546837511,1.0767281939920377,0.13140648418822493,-0.1066541062701765,normal,0.10767281939920377
Snupn,0.1273912380777565,0.9186918776163853,0.8948604415873262,0.1223470213729974,normal,0.09186918776163852
Ablim2,0.08318857261249156,0.7582640383222137,1.0799363274615423,0.39922779207371034,normal,0.07582640383222136
Cbs,0.001585493654259347,0.8141431924882627,2.799835491842925,0.2966455351322011,up,0.08141431924882628
Dhx9,6.599060253724423e-05,1.1457030312442642,4.180517906227881,-0.19623314281026571,normal,0.11457030312442643
Zfp960,0.7373729997676779,1.108622620380739,0.13231276890862503,-0.148768349845749,normal,0.1108622620380739
Dlgap2,0.35124929907285474,1.0872862934928391,0.4543845337319744,-0.12073186660214953,normal,0.10872862934928391
Zfp939,0.5003732054270056,0.9568978835161438,0.3007059544677457,0.06356312086095539,normal,0.09568978835161437
2610507B11Rik,0.4405123712044775,1.0342645774939117,0.35604189049734725,-0.04860529185389442,normal,0.10342645774939116
Pmch,0.1680838364738092,0.3681926665220221,0.7744740478201529,1.4414672027939857,normal,0.03681926665220221
Ccdc92,0.03754791205705138,0.8690767964671016,1.4254142079890422,0.202444427644098,normal,0.08690767964671016
Snx11,0.038251372642192055,0.9098861720067455,1.417352975667658,0.136242021392478,normal,0.09098861720067455
Palm3,0.4151570181410825,1.1372473778459964,0.3817876160228385,-0.18554610820799006,normal,0.11372473778459964
Cfap97,0.02162487048046855,1.0889855072463768,1.6650464850093334,-0.12298475408887717,normal,0.10889855072463768
Ggt1,0.9548506717033205,1.0086141373194832,0.020064542056134452,-0.012374352198246287,normal,0.10086141373194832
Adam32,0.1395661687612903,0.6307692307692307,0.8552198431807834,0.6648158084103709,normal,0.06307692307692307
Gm527,0.855092500926913,1.014871922407361,0.06798690226693532,-0.021297669709219497,normal,0.1014871922407361
Crtc3,0.2838079526085689,1.0638364289058841,0.5469754393026868,-0.08927634506157868,normal,0.10638364289058841
Syk,0.09273987938076653,0.8623807132094424,1.0327334732914282,0.21360318171836856,normal,0.08623807132094424
Spef2,0.8692473217245396,0.9732637756765569,0.0608566387661252,0.03909723511485222,normal,0.09732637756765569
Rbm3os,0.49498879230019677,0.8272727272727274,0.3054046343942779,0.27356507332596314,normal,0.08272727272727273
Kctd7,0.07325308703840504,1.1094341724214747,1.135174068509761,-0.14982406867192027,normal,0.11094341724214747
Tmx2,0.3836745604586913,0.9389817142293851,0.41603699574221426,0.09083103184053143,normal,0.09389817142293852
Arhgap23,0.2146964810845603,0.9344999716835352,0.6681750736731216,0.09773347463231051,normal,0.09344999716835352
Fryl,0.17011407908947052,1.1036122749405504,0.7692597415441892,-0.14223340828567804,normal,0.11036122749405504
Wdr63,0.8322175387753639,0.9316696375519905,0.07976313579962499,0.1021096172147408,normal,0.09316696375519905
Rnf128,0.5363623339206383,1.076559360100871,0.27054172810751004,-0.10642787005053515,normal,0.10765593601008709
Clstn1,0.2003696909630561,0.9520029909923593,0.6981679716421388,0.0709619887038646,normal,0.09520029909923593
Lhfpl5,0.45853517965780655,1.100368176724828,0.33862733884858415,-0.13798632180678347,normal,0.11003681767248279
Ethe1,0.49617586909748623,0.9491410578341107,0.30436436092765473,0.07530558370521713,normal,0.09491410578341107
Stx4a,0.005575802921737693,0.7469424742768257,2.2536925848946967,0.42093095665367936,up,0.07469424742768258
Trappc2l,0.0016870113234506293,0.7782976234781221,2.772882002357158,0.361606143008348,up,0.07782976234781222
Cxcl12,0.028427379266914684,1.3779286352021178,1.5462631762708694,-0.46250117083893094,down,0.13779286352021178
Atrx,0.0002453219178673898,1.3191216357187563,3.610263648762106,-0.39957760109997564,down,0.13191216357187563
Klhl22,0.9031610578305456,0.9923145678867626,0.04423479643064485,0.0111305613817104,normal,0.09923145678867626
Fam110b,0.6353453767875601,0.9676850203458799,0.1969901259575328,0.047390565500423545,normal,0.09676850203458799
Tmem216,0.12094057995130873,0.8066960902322677,0.9174279531349948,0.3099028311658917,normal,0.08066960902322677
Utrn,0.85068797239397,0.9696330494308685,0.07022970750291045,0.04448922173921419,normal,0.09696330494308684
Npff,0.6394885797256409,0.8986047502396419,0.19416720694204745,0.1542414065747973,normal,0.08986047502396419
Cnpy4,0.4672557816833841,0.9385558322160504,0.33044531608577055,0.09148552514783456,normal,0.09385558322160505
Exosc4,0.2009423227899294,0.8975031184591639,0.6969285818265717,0.1560111431630886,normal,0.08975031184591639
Dhx8,0.8018350525683344,1.0098667056050399,0.09591496229819822,-0.014164881241154224,normal,0.10098667056050399
Cttn,0.8804525924137335,1.0119905315661426,0.05529402346434181,-0.01719579188353305,normal,0.10119905315661426
Cstad,0.6089287094735805,1.0719602977667493,0.21543354955851157,-0.10025147363550105,normal,0.10719602977667493
Knop1,0.22651159093790055,1.067175520956466,0.6449095695823966,-0.09379747924406658,normal,0.1067175520956466
Npr2,0.6151210930740418,0.9836183736321343,0.21103938035944503,0.02382941068497936,normal,0.09836183736321344
Smagp,0.7879059130171459,0.9606903163950143,0.10352564024786862,0.05785664932455733,normal,0.09606903163950144
Akain1,0.2100914480394879,1.2198636090125026,0.6775916255800117,-0.28671985139375444,normal,0.12198636090125026
Smarcb1,0.07911236018066782,0.8838624576550649,1.1017556588676336,0.17810621293765838,normal,0.0883862457655065
0610009O20Rik,0.27207968473145877,0.9421610767734446,0.5653038843077185,0.08595436329105371,normal,0.09421610767734447
Unc13b,0.47781685265099116,1.031965058750773,0.32073853670364155,-0.04539412345459719,normal,0.1031965058750773
Mrpl27,0.03741497584270146,0.7668794088008063,1.4269545308467952,0.38292836201333424,up,0.07668794088008063
Atp6v1b2,0.7391778203443296,1.0209806353446318,0.1312510729656857,-0.029955503280155206,normal,0.10209806353446318
Daxx,0.1919680957782622,0.9062180500046472,0.7167709430608984,0.1420698682240402,normal,0.09062180500046471
Uxs1,0.959402297373315,0.9978183192468908,0.01799924591248255,0.0031509384253387515,normal,0.09978183192468908
AW822252,0.20189625528272828,0.6387890255439924,0.6948717361585375,0.6465885675628602,normal,0.06387890255439924
Fbll1,0.1829567897241378,0.8885100616281446,0.737651468740858,0.170539981234605,normal,0.08885100616281447
Aldob,0.47286923854723906,1.1314920444311016,0.3252589371237515,-0.1782264409900053,normal,0.11314920444311016
Frg1,0.19266099164993838,0.8975382740695608,0.7152062086767206,0.1559546332408142,normal,0.08975382740695607
Srcin1,0.2217232435787581,0.9656741426785314,0.6541887767598373,0.05039164707919167,normal,0.09656741426785313
Gria3,0.923572601447609,0.9969091959808364,0.034528959272197006,0.004465992946114333,normal,0.09969091959808364
Igip,0.3777822114910353,0.9427455656971373,0.4227584954167387,0.08505963537223438,normal,0.09427455656971373
Zcchc9,0.6609099052258047,1.0198619684304033,0.17985773919830522,-0.02837390618078639,normal,0.10198619684304033
AW554918,0.27456320158205094,1.048505781648896,0.5613576696512043,-0.06833481673559584,normal,0.1048505781648896
Cd248,0.06519298336024856,1.316089168887812,1.185799144328012,-0.39625723919029926,normal,0.1316089168887812
Snrpc,0.317326457669073,0.877734728441176,0.49849371629967654,0.1881431047711905,normal,0.0877734728441176
Usf2,0.01678839765718062,0.8245297893906972,1.7749907524535253,0.27835647723448814,up,0.08245297893906972
1300002E11Rik,0.6357900671209897,0.9475931913855168,0.19668626130366235,0.07766026227549001,normal,0.09475931913855168
Gde1,0.21998354165381423,0.932867240913129,0.6576098102519199,0.10025631338618797,normal,0.0932867240913129
Stx1a,0.0063222600477384734,0.7506814144491504,2.1991276446914494,0.41372733003882106,up,0.07506814144491504
Pdk2,0.4360275753010906,0.9374760594769649,0.3604860441662648,0.09314624632734124,normal,0.09374760594769649
Rdh10,0.4457831774654001,1.0647979444055131,0.35087632453186623,-0.09057969123956969,normal,0.1064797944405513
Gulp1,0.7295198836176193,0.9029788252183274,0.13696286658378545,0.14723593786859435,normal,0.09029788252183274
Gpr160,0.48577330041870104,1.1521574564723693,0.31356635902344265,-0.2043378922567177,normal,0.11521574564723694
Rbm34,0.09886956464055498,0.907608881006787,1.0049373781996884,0.13985736895141387,normal,0.0907608881006787
Sumf1,0.5049806974266707,0.9737408625298669,0.2967252222007424,0.03839020973071814,normal,0.09737408625298669
Pla2g2d,0.014436464546570625,1.9849137931034484,1.8405391513585716,-0.9890763509637636,down,0.19849137931034483
Nudt11,0.46840358979340047,1.0327748907190963,0.329379785201957,-0.04652583074283424,normal,0.10327748907190963
Agpat5,0.5678074434012356,1.0246969280866256,0.24579891859618694,-0.03519727070555326,normal,0.10246969280866255
Sgsm2,0.007552652159928354,0.8844784740412386,2.121900516428521,0.17710106307604595,normal,0.08844784740412386
Mtfr1l,0.09136515693937124,0.9339350873823697,1.0392193954477749,0.09860581515155205,normal,0.09339350873823697
Gpatch3,0.6718738095848815,0.959673354168767,0.17271228787953805,0.05938465833682878,normal,0.0959673354168767
Mir1981,0.22039115693390593,1.4113262747283366,0.656805835282392,-0.4970515531496957,normal,0.14113262747283367
Mfsd13a,0.009696098303274258,0.8023600424155087,2.013402990088562,0.3176783334591657,up,0.08023600424155088
Zfp516,0.4303946390029376,1.0642412323828252,0.3661331468814953,-0.0898252047074317,normal,0.10642412323828251
Nup160,0.004890069643830281,1.2262585581957308,2.310684955658423,-0.2942632052098185,down,0.12262585581957308
Mrps9,0.09054186137378115,0.8580476611981471,1.0431505814549435,0.22087030885894754,normal,0.08580476611981472
Neurog2,0.2958738727757132,0.7200538358008074,0.5288933836407068,0.4738233192500872,normal,0.07200538358008074
Epx,0.15510072854535495,0.6310483870967742,0.8093861621961671,0.6641774634542568,normal,0.06310483870967742
Hsd17b1,0.3513339446404278,0.7231990924560409,0.4542798881873465,0.4675352275739613,normal,0.07231990924560408
Ttyh3,0.014544810241355826,0.9000453003905629,1.837291940396272,0.15193047899605253,normal,0.09000453003905629
Cpq,0.07546958798055196,1.2788104089219334,1.1222280209939095,-0.35480239214547415,normal,0.12788104089219335
Inpp5a,0.2217779925914645,0.8651924081490509,0.6540815518310675,0.20890708882668604,normal,0.08651924081490509
Galnt6,0.6671340064602527,0.9621467735132855,0.17578692107486715,0.05567110393990368,normal,0.09621467735132855
B930059L03Rik,0.18983450784131198,1.1573828470380194,0.7216248393119736,-0.21086616795542026,normal,0.11573828470380194
Pole4,0.3337930691430674,0.9237095753786609,0.4765226852246886,0.11448877140867117,normal,0.09237095753786609
Rbck1,0.041206145702626575,0.8404361500876246,1.3850380061588432,0.25078987620044596,up,0.08404361500876247
Spag6l,0.7982320934135462,1.032345535541352,0.09787081512351647,-0.045925934885178606,normal,0.1032345535541352
Nhsl2,0.13066614673996876,1.118972645874976,0.8838369157737853,-0.1621747689837659,normal,0.1118972645874976
Mif4gd,0.02612753764922803,0.8623810021968824,1.5829015177790848,0.2136026982652135,normal,0.08623810021968824
Kcna5,0.38525100283240976,0.3973311092577148,0.41425622211242435,1.331586340437472,normal,0.03973311092577148
Tnfaip1,0.055683716299223716,0.9282102322893423,1.2542717878661167,0.10747649348815151,normal,0.09282102322893424
Shank3,0.12512870724854672,0.8686228934577289,0.9026430422699798,0.20319811786958017,normal,0.08686228934577289
Anp32e,0.5061714096453888,1.0202186427114797,0.2957023889760744,-0.028878368817168557,normal,0.10202186427114797
Hes6,0.28008939951481443,1.1423995232241964,0.5527033275182338,-0.192067282376857,normal,0.11423995232241964
Capza1,0.9050199381563002,1.008457600712219,0.043341852909848766,-0.012150428989950852,normal,0.1008457600712219
Rnf121,0.8748166058804877,0.990835464620631,0.058082981722861374,0.013282587509544063,normal,0.0990835464620631
Slc35e4,0.4983952158895797,0.9479174806595294,0.3024261351344573,0.07716662165515915,normal,0.09479174806595295
Prrt3,0.17618013263884974,0.8898607395211634,0.7540430673870444,0.16834851849632748,normal,0.08898607395211634
Uso1,0.08626208329014634,1.071268679290943,1.0641800575453957,-0.09932036026352913,normal,0.10712686792909429
1600023N17Rik,0.9329199052927919,1.0215343203230147,0.03015564047914429,-0.030737674876869965,normal,0.10215343203230147
Mir1897,0.8022339706372779,1.0774913549198368,0.09569895174361616,-0.10767629412707527,normal,0.10774913549198369
Nus1,0.9090285498469882,1.0048890063424947,0.0414224766830976,-0.0070361592724637765,normal,0.10048890063424946
Ogfr,0.018479355595653935,0.8755576541079163,1.7333131773870785,0.19172591387904903,normal,0.08755576541079163
4933417D19Rik,0.33069076654096297,1.355877616747182,0.4805779311712436,-0.43922696484591467,normal,0.1355877616747182
Sos2,0.0027214039274551824,1.1498178854333818,2.565206992786388,-0.20140537718024687,normal,0.11498178854333818
Sipa1l1,0.3229057455671692,0.9293344644096553,0.4909242273708306,0.105730183635472,normal,0.09293344644096553
Trf,0.7782307819990972,1.02028355658614,0.10889159518742955,-0.02897016085260085,normal,0.10202835565861398
Afap1,0.4678521201992888,1.0408393926835702,0.329891398059003,-0.05774746992945874,normal,0.10408393926835702
BC016579,0.18034268400782294,1.2539021852237253,0.7439014710860018,-0.32642481034357357,normal,0.12539021852237253
Maea,0.4773520653501965,0.961313245379679,0.3211611940412527,0.05692148291140121,normal,0.0961313245379679
Cdk18,0.3403293170538386,0.9206183456183457,0.46810063777961125,0.11932490273953685,normal,0.09206183456183456
D6Wsu163e,0.8870025509792671,1.0079211175020544,0.052075131155166474,-0.011382734232912957,normal,0.10079211175020544
Utp14a,0.354670093389718,0.9521013429021911,0.4501754307087829,0.07081295084897751,normal,0.0952101342902191
Eif1,0.02571626894307517,0.8321988644044884,1.589792040995679,0.2649997751650255,up,0.08321988644044884
Cdk5rap3,0.4142847766324681,0.9353090202085664,0.38270102505552184,0.09648499377377946,normal,0.09353090202085665
Ccdc24,0.9620881044584109,0.9901384809064203,0.01678515506399491,0.014297780053428345,normal,0.09901384809064204
Hdac5,0.0004967792051765729,0.7842842381075398,3.303836591708451,0.35055148826220345,up,0.07842842381075397
Pln,0.0009521389055385571,2.6588306208559374,3.0212996886866628,-1.4107918741363543,down,0.26588306208559376
Lzts2,0.2876779465426713,0.9145099963203729,0.5410934299481498,0.1289291550248973,normal,0.09145099963203729
Gramd1b,0.16359098533415437,1.1513481556554972,0.7862406317618802,-0.20332415535329382,normal,0.11513481556554972
Ip6k3,0.3284153793681336,0.8310477235326384,0.4835765134943643,0.26699676767882113,normal,0.08310477235326384
Aamdc,0.10088154777971897,0.876677833486971,0.9961882632010874,0.18988132453399142,normal,0.0876677833486971
H2afy2,0.08039867143493237,0.8264619058675247,1.0947511277844464,0.27497977202141877,normal,0.08264619058675246
Klhl21,0.06762278694503823,1.120428856382979,1.1699069345772022,-0.16405104527668077,normal,0.1120428856382979
Slc35c2,0.788666418660118,0.9803606014390375,0.10310665099735251,0.028615588294445445,normal,0.09803606014390374
Pgam5,0.5893998287992979,0.967027931412982,0.2295899946339237,0.04837053411075668,normal,0.0967027931412982
Zfhx3,0.7557768430670375,1.0850087412587415,0.12160641895813305,-0.1177066656373471,normal,0.10850087412587414
Otx1,0.5416718798646813,1.0789676425269645,0.2662637096160262,-0.10965160007536781,normal,0.10789676425269645
Slc25a42,0.033323165480773215,0.9144113557732725,1.477253750196397,0.12908477486946568,normal,0.09144113557732725
Brox,0.7514597299942959,0.987582602686477,0.12409428787795874,0.018026672783961976,normal,0.0987582602686477
Hus1,0.982901885317411,1.001048951048951,0.007489831905301154,-0.001512523333601218,normal,0.1001048951048951
Hivep1,0.6303526274225502,0.9472648680876435,0.20041643260930256,0.07816021571107562,normal,0.09472648680876436
Foxd1,0.0216032149419097,1.628470691934773,1.665481613310465,-0.7035177553611758,down,0.1628470691934773
Ddc,0.08565951978636806,0.7689323974879941,1.0672243646197561,0.3790713290747454,normal,0.07689323974879941
Wnt7b,0.9870023207996945,0.9984769938201096,0.005681826145645992,0.0021989083638481507,normal,0.09984769938201096
Plxdc1,0.07228270577558654,0.7686938595199528,1.1409655987589715,0.3795189509136015,normal,0.07686938595199529
Tmem218,0.10596277473577324,0.840920205794323,0.9748466778129229,0.24995918402217143,normal,0.0840920205794323
P2rx6,0.8340671523040083,0.9833652007648184,0.07879898209484239,0.02420079278184649,normal,0.09833652007648183
Man1b1,0.6793385246036037,0.9877499898171155,0.16791375630820737,0.01778216855740771,normal,0.09877499898171155
Nkapl,0.5409767110020223,1.1471494607087829,0.26682143082876725,-0.19805337058296152,normal,0.11471494607087829
Rnasel,0.027925130962014766,1.17875056999544,1.5540047814729805,-0.2372584685287033,normal,0.117875056999544
Cfap52,0.6799192070385728,1.0879785090664873,0.16754269026721114,-0.12165005918988683,normal,0.10879785090664873
Atp1a1,0.9271265674034282,1.0036378767653795,0.03286097375975342,-0.005238823438873594,normal,0.10036378767653795
Asf1a,0.6369953893038285,1.0361598646648338,0.19586371116096335,-0.05124660743212818,normal,0.10361598646648337
Crhbp,0.485330604448864,0.9179969358505485,0.3139623216577511,0.12343875676091079,normal,0.09179969358505485
Cstf1,0.4933043560280421,0.9565926684153283,0.3068850495680856,0.06402336072536534,normal,0.09565926684153284
Wipf3,0.6229893754899715,1.060993268896499,0.20551935977008123,-0.08541550360381397,normal,0.10609932688964989
Nxph2,0.8602794460219538,1.0440780619111707,0.06536045323073442,-0.06222958099012252,normal,0.10440780619111707
Mfn1,0.9116817663344463,0.9974087694483735,0.04015673101757386,0.00374320732040733,normal,0.09974087694483735
Sorcs3,0.29207902770298866,1.0611680350543296,0.5344996257715912,-0.08565312387265787,normal,0.10611680350543296
Armc9,0.1413215599430821,0.9471568451311534,0.8497915773585227,0.07832474526931703,normal,0.09471568451311534
Top1,0.49082930016844295,1.023609071881541,0.30906951986178544,-0.03366483863743105,normal,0.10236090718815409
Tmem234,0.14506027143338163,0.9277006126038698,0.8384515142318517,0.10826880074091914,normal,0.09277006126038698
B230219D22Rik,0.010703673526850685,1.1275858403316676,1.970467145806588,-0.17323726648004822,normal,0.11275858403316677
Tekt2,0.6876964002288681,1.084072061767229,0.16260324898185477,-0.11646066047292782,normal,0.1084072061767229
Abcb9,0.05402178549773038,0.789521778860798,1.267431065853917,0.340949031688356,normal,0.0789521778860798
Pid1,0.06201578745342854,0.9103272290603422,1.207497737419316,0.13554286069400864,normal,0.09103272290603423
Xist,0.06828182404262552,1.231329649463804,1.1656948859013856,-0.3002170493770091,normal,0.1231329649463804
Psmd13,0.23636363432501867,0.9214763970430248,0.6264193409331626,0.11798088215680184,normal,0.09214763970430248
Stat3,0.8595582614683343,1.0095901005413765,0.06572468119139006,-0.013769669266416418,normal,0.10095901005413765
Rragb,0.11203389201493111,1.1170051279434652,0.9506505765400087,-0.1596358089560762,normal,0.11170051279434652
Trim32,0.4407893827012239,1.047519826087639,0.35576887488631614,-0.06697754963119995,normal,0.10475198260876391
Sec63,0.784717015884837,1.0104822296208278,0.10528693000225581,-0.015043950650519253,normal,0.10104822296208278
Tfap4,0.23559285720404882,0.8869150779896016,0.6278378807944923,0.17313212162207156,normal,0.08869150779896015
Pabpc4l,0.08880321815320266,1.5808219178082188,1.051571295473053,-0.6606748548781025,normal,0.1580821917808219
Polr3e,0.9686201824546573,0.998003311580793,0.013846486107802895,0.0028834921572302528,normal,0.0998003311580793
Grhl1,0.6210158365185678,1.0641095676603713,0.20689732474301467,-0.0896467077769608,normal,0.10641095676603714
Dyrk2,0.044613992124578505,1.3407633383806892,1.3505289137208665,-0.42305460586567417,down,0.1340763338380689
Adgre1,0.9764551605632771,0.996765974127793,0.01034769499471537,0.004673273912026955,normal,0.0996765974127793
Myh9,0.19390227378043884,1.081473475111007,0.7124170981698363,-0.11299828130073267,normal,0.10814734751110071
Bend5,0.3825546409671018,0.9180362521798869,0.41730652501834037,0.1233769697804347,normal,0.0918036252179887
Haus1,0.6334809322641133,0.9570203043497002,0.19826645282017002,0.06337856132143702,normal,0.09570203043497003
Snurf,0.1946231899628777,0.9040704763765186,0.7108054134362299,0.1454928532692979,normal,0.09040704763765187
Fam114a2,0.6975978156273273,0.9842613791812461,0.15639488797010423,0.022886608210737125,normal,0.09842613791812461
Ndufaf1,0.9723857520216792,1.0022537025112686,0.012161413324893343,-0.0032477470818784372,normal,0.10022537025112685
Six3,0.3049851744832256,0.16333384216150207,0.5157212714617947,2.6141043519965974,normal,0.016333384216150208
Rab35,0.0824045722848404,0.9318149078037538,1.0840486904511213,0.10188468304745252,normal,0.09318149078037538
Lnpep,0.0008242147892470471,2.594023829036122,3.083959597005365,-1.3751917324324578,down,0.25940238290361217
Noc4l,0.9884324702645448,1.000624456388412,0.005052996348576511,-0.0009006189654369608,normal,0.10006244563884119
Vash1,0.3013275534750928,1.061160866114953,0.5209611545029738,-0.08564337741603528,normal,0.1061160866114953
Dcaf5,0.543790423887559,1.0138959596427084,0.26456844457751744,-0.01990961860516865,normal,0.10138959596427084
Hmcn1,0.4426837448298697,0.939967105263158,0.35390642484812285,0.08931782522910717,normal,0.0939967105263158
1810030O07Rik,0.20969521585375736,0.9484441669268395,0.6784114777464589,0.0763652474168042,normal,0.09484441669268395
Ctxn1,0.006785383533622905,0.8020328401480618,2.168425599466514,0.31826678420622173,up,0.08020328401480617
Ankrd12,0.00024778326069483406,1.325016210608222,3.605928036270765,-0.4060100101068027,down,0.1325016210608222
Tti1,0.6737135836940285,0.9882756019362545,0.17152469613271915,0.017014670384548358,normal,0.09882756019362546
Ppp1r16b,0.6086555599776924,0.9272125959152077,0.2156284064136225,0.10902792981457612,normal,0.09272125959152076
Prmt1,0.46222339145962377,0.9417074628237837,0.33514808022258613,0.08664913216111668,normal,0.09417074628237837
Tenm1,0.0017537886636661848,1.7668213457076567,2.756022741490721,-0.8211561673981942,down,0.17668213457076568
Irs3,0.9109506516208334,1.0399999999999998,0.04050514916229974,-0.05658352836636721,normal,0.10399999999999998
Cops7a,0.14367771823064004,0.910571014433579,0.8426105777237556,0.13515655909547838,normal,0.09105710144335791
Btbd16,0.5762120069346399,1.1157509157509158,0.23941769626190793,-0.15801499068007746,normal,0.11157509157509157
Nek10,0.0011799177592389228,2.745589600742804,2.928148262145933,-1.4571159935761164,down,0.2745589600742804
Mrps11,0.01141087160973442,0.841105611175208,1.9426811810996982,0.24964113489124654,normal,0.0841105611175208
Tyro3,0.06741851567434996,0.7248649186196837,1.171220813392256,0.4642159265112481,normal,0.07248649186196837
B4galt3,0.17226901849525936,0.9212922731551885,0.763792820673764,0.1182691816325532,normal,0.09212922731551884
Ppp1r26,0.18374964036939484,1.0664997217584864,0.7357735022341902,-0.09288358929057612,normal,0.10664997217584864
Mapkapk2,0.7479689965551,1.0258230632702547,0.12611640334421745,-0.03678191246957615,normal,0.10258230632702547
Calml4,0.8433850401301379,1.0967741935483872,0.0739741067199604,-0.13326653086346438,normal,0.10967741935483873
Efcab12,0.4347554109860937,0.9266074450084604,0.3617550040422638,0.10996982085458161,normal,0.09266074450084603
Eid2b,0.1665505440602196,1.0767373904205313,0.7784539442879334,-0.1066664284004931,normal,0.10767373904205313
Pcdh10,0.6523736248879628,0.9437083041539199,0.18550360556733073,0.08358709672174935,normal,0.09437083041539199
Taz,0.7310803894366988,0.9849116252335105,0.13603486549194047,0.021933815554171676,normal,0.09849116252335105
Eps15,0.18560823607266602,1.0901055626834009,0.7314027565570759,-0.12446784820010473,normal,0.10901055626834008
Usp10,0.1367749277551519,0.9406515800398441,0.8639935059458297,0.08826765124406746,normal,0.0940651580039844
Mnt,0.7840658225057079,0.9832071312182501,0.10564747666369288,0.024432715246870455,normal,0.09832071312182501
Garem2,0.0012852244001940862,0.8201895070604285,2.891021037890939,0.2859708079507349,up,0.08201895070604284
Arhgap32,0.38057984597296446,0.844748572769219,0.41955421398510506,0.2434060869774324,normal,0.0844748572769219
Icam5,0.7664878241018378,0.9750353734693661,0.11549473965811745,0.0364735353039831,normal,0.0975035373469366
AI846148,0.04014531564379362,0.8483748271092669,1.396365123081153,0.23722628088289055,normal,0.0848374827109267
Crocc,0.07106658590273285,0.9089755320090906,1.1483345479207197,0.137686634708074,normal,0.09089755320090906
Porcn,0.28341876108223135,0.9023309935813218,0.5475714047420299,0.14827135408405373,normal,0.09023309935813219
Hcfc1,0.38103598873172717,1.0584582030059058,0.419034003407147,-0.08196430051538933,normal,0.10584582030059057
Mdm1,0.6864244607067218,0.9769321766561514,0.16340724881804453,0.033669688065556765,normal,0.09769321766561515
Mrpl4,0.013374835136399713,0.820730989457912,1.8737115625622967,0.28501866675974996,up,0.0820730989457912
Gab1,0.3694821368553899,0.9538748293604955,0.432406553352141,0.0681281314959003,normal,0.09538748293604955
Disp2,0.23134740265664863,1.123448526596859,0.6357353719722414,-0.16793402560849213,normal,0.1123448526596859
C2cd4b,0.00732658691938744,0.49306393244873337,2.1350982937466316,1.0201533711103057,up,0.049306393244873334
Rnpep,0.15403340368465943,0.9013843375911188,0.8123850878465813,0.1497857128127174,normal,0.09013843375911187
Fam53c,0.8647880133268298,1.0066558992665136,0.06309033869176274,-0.00957061754653408,normal,0.10066558992665135
Adora2b,0.04444274964550032,0.7528099991008003,1.3521990793682903,0.4096423042846028,up,0.07528099991008003
Snx7,0.9866757883682649,1.0012434638438974,0.00582552864076664,-0.001792824695634068,normal,0.10012434638438975
Tekt5,0.6149118922534176,0.8927718688951594,0.2111871077195509,0.1636365261038292,normal,0.08927718688951594
Tsr1,0.9885558866955166,1.000955605874899,0.004998773393921087,-0.0013779895541172846,normal,0.10009556058748989
A330035P11Rik,0.2851260054006273,0.8434579439252335,0.54496317031968,0.24561195951397613,normal,0.08434579439252335
Epdr1,0.9875093815405303,0.9990147742121325,0.00545876979574986,0.0014220810088412088,normal,0.09990147742121325
Gps2,0.02866561954142878,0.816214968597772,1.5426386675116253,0.2929789264087752,up,0.0816214968597772
Ube2k,0.4581437661492258,1.0361910812849937,0.3389982183981307,-0.05129007117381678,normal,0.10361910812849937
Plxnb2,0.31424621090667965,1.080498937101413,0.502729950212383,-0.11169765300327444,normal,0.10804989371014131
Enpp1,0.0005710012040464233,1.8636856956804861,3.2433629759745264,-0.8981585748436128,down,0.18636856956804862
Wbp5,0.04332288026839717,0.8173987433257619,1.3632826775525204,0.29088806953599033,up,0.08173987433257619
H2-Aa,0.047796506443723616,2.012487611496531,1.3206038458075608,-1.0089799022893517,down,0.2012487611496531
Hif3a,0.00735941774733267,1.6741599621391383,2.1331565442390383,-0.7434373806716661,down,0.16741599621391384
Zfp213,0.2035952129464791,0.8917540116872275,0.6912324376091972,0.16528229400379724,normal,0.08917540116872275
Fam98c,0.04520900910505556,0.8250616500051682,1.3447750117651438,0.2774261708820122,up,0.08250616500051682
