Annotation/Divergence,pvalue,FoldChange,log(pvalue),log2FC,sig,size
Rrp9,0.43515822190155096,0.9333988629722118,0.3613528064821318,0.09943438501550793,normal,0.09333988629722118
Itpr2,0.07163372996724968,1.115518331226296,1.1448824345454227,-0.15771422147266206,normal,0.11155183312262959
Psmc6,0.8524796602440217,0.9922567509203462,0.06931597426996869,0.011214622105516539,normal,0.09922567509203462
E130008D07Rik,0.6956561505760304,0.9236216489630753,0.15760537074475106,0.11462610574498601,normal,0.09236216489630752
Nme5,0.19110114215744195,0.8589420654911838,0.7187367172820244,0.21936726811878546,normal,0.08589420654911838
Wdr44,0.03773547535904539,1.094356741063328,1.4232501747699724,-0.1300831080275217,normal,0.10943567410633279
Slc44a5,0.1729333277343008,1.1905290243384243,0.7621213013686973,-0.25160279302209326,normal,0.11905290243384244
2210013O21Rik,0.1779945762396503,0.8603480389548188,0.7495932310904241,0.21700769960790237,normal,0.08603480389548188
Clec2l,0.026119203415276113,0.7736021698637299,1.583040072329021,0.3703362534758499,up,0.07736021698637299
Mtg1,0.6328433431439036,0.9544691026223742,0.19870378386626142,0.06722959837386672,normal,0.09544691026223742
Eif4b,0.8522220330131821,0.9923314972307133,0.0694472419117338,0.011105948549233064,normal,0.09923314972307133
Pop5,0.21915225124878746,0.8579465935173264,0.6592540636826023,0.22104025096881433,normal,0.08579465935173264
Akt2,0.047876337027548496,0.8008845208845209,1.319879084447271,0.3203338586924735,up,0.08008845208845208
Socs6,0.27515735537863084,1.1131571924206032,0.560418873339266,-0.15465733456011213,normal,0.11131571924206032
1700110C19Rik,0.054695391458081125,1.5167980091248445,1.2620492650494326,-0.6010289757388422,normal,0.15167980091248445
Shisa5,0.019589771011342714,0.8973758983787398,1.707970640528567,0.1562156580944181,normal,0.08973758983787397
Sh3rf3,0.08854067001512503,0.8790374039075084,1.0528571959016637,0.1860035401173421,normal,0.08790374039075084
Taf9b,0.775842542055561,1.0177418024901737,0.1102264102561671,-0.025371601183742074,normal,0.10177418024901737
Gtf2h2,0.31905134795998863,1.0314079651445611,0.49613941618702706,-0.044615092040292334,normal,0.10314079651445611
Naaa,0.019669859639305662,0.915816863412861,1.7061987391194289,0.12686896453618127,normal,0.09158168634128609
Slc12a7,0.010899092023206956,1.4866425992779784,1.9626096805672448,-0.5720578536957035,down,0.14866425992779783
Exoc3l,0.29705078168307125,0.7715549005158435,0.5271693004487223,0.3741592784880462,normal,0.07715549005158436
Capn9,0.1009200088170984,0.526148969889065,0.9960227202113694,0.9264567636356241,normal,0.0526148969889065
Tab3,0.01118909154958131,1.1415252880921896,1.951205172722747,-0.19096281979134022,normal,0.11415252880921896
Ada,0.3301732785828694,0.7816622691292877,0.4812580777528113,0.35538269438547004,normal,0.07816622691292877
Zc3hav1l,0.00021501276143615653,1.4211688311688313,3.6675357630758842,-0.5070779531884296,down,0.14211688311688314
Zfas1,0.016285130550019608,0.7155326324142035,1.7882087555562238,0.4829105312217939,up,0.07155326324142035
Ppp6r1,0.0039235898932339095,0.8805265652354747,2.4063163928347384,0.1835615644761503,normal,0.08805265652354746
Nsmf,0.6628383331990706,0.9584803605488111,0.1785923834521109,0.06117922379635262,normal,0.09584803605488111
Pxmp2,0.5290541956911523,0.9102952308856925,0.2764998370687395,0.13559357258942353,normal,0.09102952308856925
Wdhd1,0.12437615543681739,1.111194731890875,0.905262871693429,-0.1521116647154874,normal,0.1111194731890875
Stx11,0.1903801901769614,1.4952830188679245,0.7203782436848502,-0.580418575576208,normal,0.14952830188679245
Aff3,0.3262664465421612,0.9398216362931371,0.4864275870483609,0.08954111347148437,normal,0.0939821636293137
Fam219a,0.9706447700949143,1.0015560591877288,0.012939681126271975,-0.002243174069923921,normal,0.10015560591877289
Rprd2,0.07845048909085903,1.0849051728592838,1.1054043445079036,-0.11756894808511452,normal,0.10849051728592837
Gclc,0.36546480298941253,1.0265572338035203,0.43715444251877744,-0.03781406448759862,normal,0.10265572338035203
Errfi1,0.07621177204827766,1.171872951357021,1.1179779401993293,-0.2288161684097797,normal,0.1171872951357021
C2cd2,0.11622541000085648,1.1122909227588795,0.9346989131096378,-0.15353417828462912,normal,0.11122909227588795
Daglb,0.07676473626732615,0.9279919635926394,1.1148382378017512,0.10781578321473904,normal,0.09279919635926394
5730508B09Rik,0.14228314595157368,0.759297238173366,0.8468465409117266,0.39726333428883925,normal,0.0759297238173366
Sgcz,0.25806524355142274,0.5654341503946823,0.5882704826713749,0.822569074970502,normal,0.05654341503946823
Zfp113,0.0021964025649602995,1.1995176202599491,2.658288057792995,-0.2624543501906964,down,0.11995176202599492
Stk35,0.0003697148459245434,1.1497946178356173,3.4321331099525727,-0.20137618265476775,normal,0.11497946178356173
Ints12,0.8310069325293239,1.0105565235215745,0.08039535317536843,-0.015150018326913157,normal,0.10105565235215745
Cd44,0.03319724857580237,1.3689203173508104,1.4788979096051058,-0.45303847208265036,down,0.13689203173508105
Hrh1,0.1004290111180742,0.8033339757178647,0.9981408136001974,0.31592820061703064,normal,0.08033339757178647
Tmem178,0.7631003067005524,0.9709319396323918,0.11741837189656339,0.042557925706562985,normal,0.09709319396323918
Bpnt1,0.37297641476740273,0.9518544968044619,0.4283186300149627,0.07118703898235239,normal,0.09518544968044619
Pi4ka,0.9199038504592169,1.0038930357915286,0.03625756330355636,-0.005605559175138472,normal,0.10038930357915285
Dynlt3,0.9051072898072231,1.0063838076746205,0.043299937248425256,-0.009180615112574505,normal,0.10063838076746205
Mrgpre,0.35850376340114054,1.0574546766483266,0.4455062809563769,-0.08059582960909097,normal,0.10574546766483266
Zfp961,0.5454789051931672,0.9683747127180915,0.26322203982421205,0.0463626883226422,normal,0.09683747127180915
Sh3bgrl,0.1260764072094705,1.1340537678403813,0.8993661757375598,-0.18148904306475985,normal,0.11340537678403813
Cep83,0.616345024934396,0.9682832690048665,0.21017610524302038,0.0464989285807913,normal,0.09682832690048665
Med14,0.12310597604848819,1.0798186610916694,0.9097208641938959,-0.1107890543241234,normal,0.10798186610916694
Ankfy1,0.13022659068596962,1.0550970701600888,0.8853003290619391,-0.07737573466358638,normal,0.10550970701600888
Sec61b,0.5269708556792899,0.9373495681721649,0.2782134029424113,0.09334091870191966,normal,0.09373495681721648
Tex40,0.0384747932475154,0.7924456314383823,1.4148237052639805,0.3356161374837698,up,0.07924456314383824
Intu,0.0024995121745999475,1.2192782995551161,2.6021447435488385,-0.28602745783944833,down,0.12192782995551162
Sertad3,0.6412852643241742,0.9224903112889111,0.19294873933774928,0.11639433594071717,normal,0.09224903112889112
4930579K19Rik,0.08138227275719291,0.5922746781115881,1.0894701858009337,0.755661687876111,normal,0.059227467811158806
Npffr1,0.012263978144638265,1.5812413793103448,1.911368632099495,-0.6610576144724865,down,0.15812413793103447
Slc5a6,0.34347580920264176,1.0522115514676047,0.46410384462993304,-0.07342479357495237,normal,0.10522115514676048
Atp2b1,0.20436124198781402,1.1005888347226183,0.6896014665945149,-0.13827559797033914,normal,0.11005888347226182
Dnajb9,0.47939600441732677,0.9656798486781333,0.31930558996598263,0.05038312247172367,normal,0.09656798486781333
Arf1,0.02360516606716404,0.8216515666289166,1.626992939871605,0.2834013672414028,up,0.08216515666289166
Rmst,0.8886434560115783,1.030366492146597,0.05127245291759385,-0.04315758241612893,normal,0.10303664921465969
Rap1gap2,0.6575553038016713,0.9773217969837033,0.18206771489015727,0.033094426784865336,normal,0.09773217969837032
Kcnj16,0.3712324311479632,1.0603095534602385,0.4303540904990791,-0.08448551577460543,normal,0.10603095534602384
Tmem132d,0.32908212063081954,1.0987170349251603,0.4826957127293547,-0.1358198804872759,normal,0.10987170349251603
Elavl2,0.055655684330867546,1.1683406057163512,1.2544904728843997,-0.22446092365590797,normal,0.11683406057163512
Cox7a2l,0.0966811345209591,0.8637227345876715,1.0146582619331792,0.21135983068430533,normal,0.08637227345876715
Mcm9,0.689005665287055,1.0370370370370372,0.1617772071304132,-0.052467419894135794,normal,0.10370370370370371
Aifm3,0.9912943482436465,1.0005743215826306,0.0037973698971264314,-0.0008283330571224538,normal,0.10005743215826306
Ifngr2,0.6156996500198607,1.0504953702453905,0.21063109327304072,-0.07106980376371073,normal,0.10504953702453905
Pmp22,0.7310466279841823,0.9740948733210839,0.13605492176934578,0.037865802452287954,normal,0.09740948733210839
Rpusd3,0.4567018170887176,0.9129763793029538,0.3403672604533601,0.13135055987317315,normal,0.09129763793029538
Rpp25l,0.3572757161588799,0.904017453719243,0.44699650156023646,0.14557746809743197,normal,0.0904017453719243
Map3k3,0.6597503604951058,1.0252448679999038,0.1806203638044001,-0.03596852208052123,normal,0.10252448679999038
Tns4,0.8085869307121665,1.1295336787564767,0.0922732824995725,-0.17572728750884595,normal,0.11295336787564766
Tiam1,0.4072530311530027,1.0518676661541773,0.39013567458698184,-0.07295321281261348,normal,0.10518676661541773
Rubcn,0.2875470770512883,0.9383432084341707,0.5412910426965752,0.09181239544864611,normal,0.09383432084341707
Arrb1,0.4589492464285083,0.9429547349452676,0.3382353388957756,0.08473957662470284,normal,0.09429547349452676
Steap2,0.24432761037193282,1.3239398455493834,0.6120274525737524,-0.40483757342977533,normal,0.13239398455493834
Dpf3,0.5744481721297279,1.115814696485623,0.2407491481304761,-0.1580974584768448,normal,0.1115814696485623
Gm10516,0.17472850014448627,1.1622076392394416,0.7576362510217672,-0.21686784270099513,normal,0.11622076392394416
Jmjd4,0.02978143186901089,1.1603629921993972,1.5260544255273991,-0.21457618908201762,normal,0.11603629921993971
Efcab10,0.23609003776528384,0.8122299049265341,0.6269223383547606,0.30003994906447323,normal,0.08122299049265341
Pgs1,0.1075179077050121,0.912854360692012,0.9685191955645158,0.1315433878733902,normal,0.0912854360692012
Twsg1,0.008002246119336824,1.2044149870520275,2.09678809546813,-0.268332565359812,down,0.12044149870520275
Sestd1,0.00030601964425719597,1.175936042638241,3.5142506940456473,-0.2338095963325844,normal,0.1175936042638241
Trappc6a,0.39878836312397103,0.9092684832503173,0.3992575231406781,0.13722174737386575,normal,0.09092684832503173
Zfp574,0.12078921652922238,0.9420028998550073,0.9179718356726266,0.08619659386034534,normal,0.09420028998550073
Zfp369,0.0034147392581305703,1.7490995701173464,2.466642452473902,-0.8066124191770684,down,0.17490995701173465
Dnttip1,0.020631977784869162,0.8356054530874096,1.6854591384890572,0.2591061875511621,up,0.08356054530874096
Mycl,0.44378816043303815,1.1150360856833221,0.3528242882400794,-0.15709040054374418,normal,0.11150360856833222
Pcyt2,0.06772111569248021,0.8968413306564496,1.169275895585307,0.15707532905544425,normal,0.08968413306564496
Chrna4,0.23606835098666615,0.880063187386367,0.6269622336463192,0.18432098380073306,normal,0.08800631873863671
LOC102640359,0.32389861853848867,0.8030942334739805,0.4895909042972969,0.31635881425657225,normal,0.08030942334739805
Slc27a3,0.12137655091137461,1.1444734551784161,0.9158652077702524,-0.1946840015335516,normal,0.11444734551784161
Thoc5,0.06426916135422366,0.9131792879740497,1.1919973671443576,0.13102995704615944,normal,0.09131792879740497
Sema3c,0.28236354195859675,1.0735764555342289,0.5491913789670829,-0.1024249374401586,normal,0.10735764555342289
Card11,0.12346985318684883,1.5457746478873238,0.9084390682572251,-0.628330010030676,normal,0.15457746478873238
Id4,0.1970488123164996,0.7939826822552971,0.7054261784382916,0.33282055413987066,normal,0.07939826822552971
Commd5,0.3231091215222698,0.9183270618715688,0.4906507814720764,0.12292003437954892,normal,0.09183270618715687
Pkn2,0.15706344253520355,1.1139398672393594,0.8039248878612975,-0.1556713551401639,normal,0.11139398672393594
Shprh,0.0024921370299873587,1.2601477159880832,2.6034280817033895,-0.33359285803672295,down,0.1260147715988083
Icos,0.8206758241856257,1.0785907859078594,0.08582836001823653,-0.1091476144832532,normal,0.10785907859078595
Cox6a2,0.029106693400647365,0.6521878335112059,1.536007128790613,0.6166405668595052,up,0.0652187833511206
Foxj2,0.5175514745096348,1.021650309591003,0.28604644976715604,-0.03090147519080423,normal,0.1021650309591003
Cep162,0.07670313864397503,1.1812014711892111,1.115186864631591,-0.24025505846569123,normal,0.11812014711892112
Rnf14,0.33175317687381745,1.0533376551213187,0.4791849096325922,-0.07496797699385176,normal,0.10533376551213187
Hdac1,0.05673550666677573,1.2623803928151756,1.2461450623910157,-0.3361467028214331,normal,0.12623803928151756
Tnfrsf4,0.13012607722862238,0.8076766026949775,0.8856356622267677,0.30815034780486733,normal,0.08076766026949775
Nedd1,0.16742806260194304,1.2360859435671758,0.7761717481841723,-0.30577905557854224,normal,0.12360859435671759
Zmat1,0.7694541049187978,1.0160211677134219,0.11381727911376968,-0.022930459430019205,normal,0.10160211677134219
Adora2a,0.2973536737117758,0.05904991948470209,0.5267266915588639,4.081921097283541,normal,0.005904991948470209
Gm20300,0.9802981253234097,0.9986144332302669,0.008641827885845535,0.0020003364275972893,normal,0.09986144332302668
Rars,0.7784071982426349,0.9827340935685933,0.10879315662639348,0.025126987360278137,normal,0.09827340935685933
Ppp1r37,0.004411503333206479,0.8359908161740399,2.3554133882965638,0.25844100130482284,up,0.083599081617404
Mapkap1,0.03391680049475712,0.9153737103252736,1.4695851231903692,0.12756723677880508,normal,0.09153737103252736
Adamts3,0.4454038093238324,0.742376967805985,0.35124607297498095,0.429776143241295,normal,0.07423769678059851
Mafa,0.9328737020665764,0.9831353008815638,0.030177149617257402,0.024538118323035783,normal,0.09831353008815638
Ddit4l,0.035547326710799854,0.730423701815865,1.4491930542423046,0.45319451420733164,up,0.0730423701815865
Klhl11,0.005107455206963066,1.620919021175322,2.291795433497095,-0.696812017649405,down,0.1620919021175322
Tpcn2,0.4746231640420079,1.078674194135859,0.3236510698057248,-0.10925917485073482,normal,0.10786741941358591
Dagla,0.5794571975506454,0.9418001857989928,0.23697863830969776,0.08650708763401688,normal,0.09418001857989929
Fam228a,0.18269159663790002,1.1171293161814488,0.7382814286612714,-0.15979619836838882,normal,0.11171293161814488
Vcam1,0.056851090938467914,1.2546607621234487,1.2452611970446577,-0.3272973379122992,normal,0.12546607621234487
Gm16294,0.6937530481507996,0.8969764837625978,0.15879509570038217,0.1568579327125131,normal,0.08969764837625978
R3hdm1,0.016076266408362964,0.8036102640115667,1.7938148054954728,0.3154321040565497,up,0.08036102640115667
Papln,0.3528996419102697,0.4075342465753424,0.4523487823214499,1.295006795572074,normal,0.04075342465753424
Pes1,0.39527245967625957,0.9483449835526316,0.40310344375795043,0.07651612487432509,normal,0.09483449835526317
Lrrc73,0.21420395231777398,0.8831495771724497,0.669172520180333,0.17927029011714926,normal,0.08831495771724497
Gm4532,0.033535320101011006,0.6277187244480784,1.4744975438800838,0.6718098506541467,up,0.06277187244480784
Pakap,0.06821132571511969,1.1397631273811495,1.1661435096952697,-0.18873402574018064,normal,0.11397631273811495
Stoml1,0.5341379498705079,0.9487067903768783,0.2723465648246392,0.07596582158307845,normal,0.09487067903768784
Zdhhc6,0.1892214567209718,1.0699106556963303,0.723029618424917,-0.09749032749976241,normal,0.10699106556963303
Pthlh,0.5759750630003422,0.8876465284039673,0.23959631906947404,0.17194280259091285,normal,0.08876465284039672
Itga2b,0.5310656678564053,1.1205083260297986,0.27485177378790726,-0.16415336895296737,normal,0.11205083260297985
Ptger2,0.778044942755176,0.9518518518518517,0.10899531582928745,0.07119104785695297,normal,0.09518518518518518
Kat6b,0.32536292205966966,1.059003772717697,0.48763194022022643,-0.08270772896331559,normal,0.10590037727176971
Prkd2,0.18012829624205096,1.1016622143069161,0.7444180587712339,-0.13968194038217777,normal,0.11016622143069162
Zadh2,0.9342607210293754,0.9946670101764781,0.02953190974037169,0.007714466890925183,normal,0.0994667010176478
Ccdc28a,0.0438904000159128,0.8875643727321473,1.3576304609888854,0.17207633667446812,normal,0.08875643727321472
1700001P01Rik,0.3405349168464724,1.4841233317993558,0.4678383509573947,-0.569610986016696,normal,0.14841233317993557
Ppie,0.4350522022204816,0.9284188034188035,0.3614586286175902,0.1071523527690043,normal,0.09284188034188035
Relt,0.12423924675785934,0.8367833086906523,0.9057411903276055,0.25707402044087646,normal,0.08367833086906523
Tbc1d13,0.2772999359770575,0.9544808405438812,0.5570502306919323,0.06721185643022977,normal,0.09544808405438812
Chordc1,0.030398325001877103,1.1300666560863355,1.5171503460781952,-0.1764078713741399,normal,0.11300666560863355
Tarbp1,0.3832521553418038,1.0642451198418583,0.41651539407196975,-0.08983047457243497,normal,0.10642451198418583
Hic2,0.778292908936629,1.0249732905982905,0.10885692641069455,-0.035586315561499354,normal,0.10249732905982904
Pitrm1,0.5235215096350054,1.014203114961888,0.28106547000446425,-0.02034661052997141,normal,0.1014203114961888
Flot2,0.15204339968827063,0.9449054674590784,0.8180324281418809,0.08175809195563581,normal,0.09449054674590784
Nkx2-9,0.8617399947020317,0.933811802232855,0.06462375029996575,0.09879627230082366,normal,0.0933811802232855
Polr3a,0.10188032528763763,1.0609294432478298,0.9919096770731601,-0.0853287134994268,normal,0.10609294432478297
Nsun5,0.15642789727727058,0.8684735123213303,0.805685792496335,0.20344624621121846,normal,0.08684735123213302
Sorcs2,0.43259932001058465,0.9407416433126192,0.3639141675503784,0.08812952611904264,normal,0.09407416433126192
Ermap,0.8914949959794101,1.056426332288401,0.04988109020554049,-0.07919216741698888,normal,0.10564263322884011
Smg7,0.467546795436096,1.0252872444011685,0.3301749153099553,-0.036028151699188764,normal,0.10252872444011685
Sox3,0.49956375102136474,1.1360571201904006,0.30140908211243045,-0.18403537440571663,normal,0.11360571201904006
Arpc1a,0.19251746535410053,0.9178504237361271,0.715529864790098,0.12366902895674547,normal,0.09178504237361271
Scfd1,0.9245399977397268,0.9964896593976122,0.034074295514114686,0.005073260634055983,normal,0.09964896593976122
Cntnap1,0.15225697960974133,0.9616788517363726,0.8174227897524354,0.0563729018903292,normal,0.09616788517363725
Selenoi,0.8158905112755348,1.016777784451519,0.08836811764226796,-0.024004414397529192,normal,0.10167777844515188
4632404H12Rik,0.001422019340169753,0.8845216902464162,2.8470944969452927,0.1770305737610454,normal,0.08845216902464162
Il17rc,0.9186135029470397,0.9838709677419353,0.0368671750597365,0.023458972823989236,normal,0.09838709677419352
Tcaf2,0.04397666515903976,1.8185840707964605,1.3567777071703073,-0.8628156212664954,down,0.18185840707964604
Rftn2,0.1528412261669684,0.9209298724425604,0.8157594868471971,0.11883679365362981,normal,0.09209298724425605
Lsamp,0.020642108850617878,1.201101461896353,1.685245936143591,-0.2643580264739704,down,0.1201101461896353
Rgs19,0.8647150871535187,0.985003249295986,0.06312696358669963,0.021799611196040264,normal,0.0985003249295986
Rps19-ps3,0.1786116089494396,0.7697107681929337,0.7480903173464938,0.3776116642520881,normal,0.07697107681929337
Tnmd,0.08383453718575382,2.0907780979827093,1.0765770288739265,-1.0640399514884837,normal,0.20907780979827092
Sntg1,0.0023215228832986394,1.2219640971488912,2.6342270311271,-0.28920189757385223,down,0.12219640971488913
Prkcz,0.012327973956776029,0.8309940857598164,1.9091082917491122,0.2670898856117744,up,0.08309940857598164
Aph1b,0.002731420634717744,1.1652596166053066,2.5636114140052984,-0.2206514191386355,normal,0.11652596166053067
Gpatch4,0.052867284272378676,0.8375284478834774,1.2768129981973586,0.255789900341961,normal,0.08375284478834774
E130102H24Rik,0.07671373790567793,0.8486822720576199,1.115126855576777,0.2367035532652925,normal,0.084868227205762
Iws1,0.008704615309921714,1.2042902631137926,2.060250417248533,-0.26818315844726415,down,0.12042902631137926
Fa2h,0.2550751883557205,0.9165245143894789,0.5933317839784501,0.1257546256714129,normal,0.09165245143894789
Dram1,0.3697287732989889,0.8913102696812859,0.43211675013361556,0.16600036615779828,normal,0.0891310269681286
Stum,0.45116216285029864,1.082106333231676,0.3456673300228729,-0.11384227262917263,normal,0.1082106333231676
Shfm1,0.002654010194668963,0.6977110665617784,2.576097413242506,0.5192983781332923,up,0.06977110665617783
Gm5535,0.2893819642915963,0.7232704402515723,0.5385285397433167,0.46739290433998026,normal,0.07232704402515723
D17Wsu92e,0.0006709118599428063,0.8530090505344431,3.1733345308813363,0.22936704608484126,normal,0.08530090505344431
Gga2,0.5891614162506307,1.0167780920545126,0.22976570252547351,-0.02400485085203606,normal,0.10167780920545126
Ttc22,0.40327445043452625,0.7996555683122846,0.39439929196904655,0.3225493659976119,normal,0.07996555683122845
Mia2,0.6607236318032161,0.9822211225788208,0.1799801596996387,0.02588024699062027,normal,0.09822211225788208
Rnf167,0.016938346029321667,0.8640173004858883,1.7711289992832306,0.2108678946799724,normal,0.08640173004858884
Gper1,0.8248407437580181,1.0272929818046788,0.08362989482414346,-0.038847693941152464,normal,0.10272929818046787
Pir,0.9970759968355156,1.000411716268674,0.0012717386307126754,-0.0005938587767966037,normal,0.1000411716268674
Med12l,0.02226682870810265,1.1254594798859459,1.652341631760041,-0.1705141161257609,normal,0.11254594798859459
H2-K1,0.024621950857484656,1.4861835949682918,1.6086775398257032,-0.5716123495166329,down,0.14861835949682917
Polr2f,0.07665870003049241,0.829091813412598,1.1154385497356025,0.27039622064456664,normal,0.0829091813412598
Ifit1bl2,0.6973184042061864,1.120617110799439,0.15656887238333247,-0.16429342648408862,normal,0.1120617110799439
Arid2,0.0302496183359455,1.1243563793899367,1.5192801005367513,-0.16909938901717478,normal,0.11243563793899367
Extl2,0.9455071888862987,0.9971783010630082,0.024335164775809208,0.0040766052482729045,normal,0.09971783010630082
A830018L16Rik,0.0469689645780742,1.1359836702954902,1.3281890136508008,-0.18394209632759256,normal,0.11359836702954902
A330015K06Rik,0.9176149378508242,0.973654497553632,0.037339525170673064,0.03851817380576551,normal,0.0973654497553632
Slc52a3,0.2779838409019026,0.8134364427259545,0.5559804487261811,0.29789846853006063,normal,0.08134364427259545
Incenp,0.1292941301872692,0.8169285645425625,0.88842119116867,0.2917181659485035,normal,0.08169285645425625
Sfxn2,0.5075674235791713,1.0589306986195781,0.29450625933897256,-0.08260817570475898,normal,0.10589306986195782
Gm684,0.8857546280401412,1.018918918918919,0.0526865698138149,-0.02703925275235219,normal,0.10189189189189189
Ptpmt1,0.08738142866364743,0.8687959416088623,1.0585808589665011,0.20291073096521162,normal,0.08687959416088623
Mro,0.08106791203882771,0.858865854737401,1.0911510123989436,0.21949527879485967,normal,0.08588658547374009
Cox4i2,0.25425356268424393,0.7592534504391467,0.5947329528859748,0.3973465351296162,normal,0.07592534504391467
Sar1b,0.5451954823718546,0.9634179485785727,0.26344775149676164,0.05376629315046328,normal,0.09634179485785727
Gtpbp10,0.893026171349906,0.984385516220218,0.04913581333284508,0.02270466406303747,normal,0.0984385516220218
Adamts16,0.9289912451641753,1.008064516129032,0.03198837878870967,-0.011587974275211507,normal,0.1008064516129032
Usp40,0.7336381521795343,0.9840049388259062,0.13451809166436884,0.023262538264146378,normal,0.09840049388259062
Batf,0.11884677490182974,1.916256157635468,0.9250125990543799,-0.9382904278010157,normal,0.1916256157635468
Zbtb21,0.013569853469730008,1.1244657366962565,1.8674248419225232,-0.16923970179914927,normal,0.11244657366962565
Ildr2,0.013784353171253715,1.169143962974621,1.8606136082847997,-0.22545258759561926,normal,0.1169143962974621
Rps10,0.01512787488073567,0.7294880858319126,1.8202220761005359,0.45504367898076725,up,0.07294880858319126
Wdr55,0.3097930636636731,0.9260345116434914,0.5089283104190189,0.110862133746215,normal,0.09260345116434913
Kank4,0.47012399421248663,1.0457606973058637,0.32778758270208214,-0.06455275568807936,normal,0.10457606973058638
Arhgap28,0.13191662106046287,1.6302325581395347,0.8797004813294969,-0.7050777844211628,normal,0.16302325581395347
Plekhm1,0.4730710476561363,1.0301568154402896,0.3250736303237348,-0.0428639681247401,normal,0.10301568154402896
Ubqln4,0.014960491371498063,0.8449745312039457,1.8250541420046045,0.24302023782332674,normal,0.08449745312039457
Wdfy2,0.19615462351448631,1.2256417430230118,0.7074014507607335,-0.29353733865712334,normal,0.12256417430230118
Ina,0.753032321806282,1.0184734022588458,0.12318638252326262,-0.0264083043781146,normal,0.10184734022588457
Ccdc6,0.03446250859333565,1.1187551290953857,1.462653112593452,-0.16189429663701882,normal,0.11187551290953857
Dhcr24,0.8982461465403138,1.0043357131979467,0.0466046372347715,-0.006241590812090577,normal,0.10043357131979466
Pccb,0.7132195940383521,0.9777781261512654,0.1467767341087932,0.03242096367311378,normal,0.09777781261512654
Baalc,0.040189991080419214,0.8889412739257642,1.3958820901932636,0.16983998136050774,normal,0.08889412739257642
Krba1,0.01679212444322526,0.8660105980317943,1.7748943559403187,0.20754341446843796,normal,0.08660105980317942
A330074K22Rik,0.8549171681103964,0.9760253133747109,0.0680759615001728,0.03500953008425186,normal,0.09760253133747109
Dlat,0.9163666137580162,0.9929293753663299,0.03793074196713737,0.01023698884797382,normal,0.09929293753663299
Eif1b,0.09550729480369224,0.8359070440379158,1.0199634559345963,0.25858557669824633,normal,0.08359070440379159
Tmem37,0.054190974952199815,1.3432357341312247,1.2660730355063095,-0.4257125159475594,normal,0.13432357341312245
Prdm16,0.19277243309246192,1.145315188487408,0.7149550711168459,-0.19574467980068572,normal,0.1145315188487408
Ido2,0.8546719704556304,0.9834968777876898,0.06820053878809357,0.024007622360543487,normal,0.09834968777876898
Ap2a1,0.49588478286083637,0.9708194212576516,0.30461921863159314,0.042725124972851906,normal,0.09708194212576517
Rbm20,0.028529843151562147,1.171073590315387,1.544700615955903,-0.2278317377069193,normal,0.11710735903153871
Sf3b5,0.08268064199541407,0.8771868329963757,1.0825961598388558,0.1890439382718897,normal,0.08771868329963757
2810002D19Rik,0.3446509835835502,1.1595116988809768,0.46262047775502935,-0.21351737611364843,normal,0.11595116988809769
Lzic,0.0700285673718921,1.088397287086349,1.1547247582564075,-0.12220526567675574,normal,0.1088397287086349
Phf6,0.0498141854436801,1.088199788743021,1.3026469668255525,-0.12194345343373746,normal,0.1088199788743021
6720483E21Rik,0.3886379096523468,0.8747065727699528,0.41045483845108055,0.19312896023466986,normal,0.08747065727699528
Pm20d1,0.24117034915493676,1.0866301997201373,0.6176760878667124,-0.11986104818393636,normal,0.10866301997201373
Micalcl,0.2506413022305366,0.8522743275594986,0.6009473617025282,0.23061021923903383,normal,0.08522743275594986
Kctd17,0.009192025656982926,0.7633361575164485,2.036588772105829,0.3896095647210713,up,0.07633361575164485
A230072E10Rik,0.7137647961200024,1.0792741165234003,0.14644487586460062,-0.11006133037174183,normal,0.10792741165234003
Ccdc77,0.074894270481897,0.8559328935581073,1.1255514051746702,0.2244304033147003,normal,0.08559328935581073
Lgals9,0.9097061668088985,1.0098816743712629,0.04109886123954391,-0.014186265454170665,normal,0.10098816743712628
Slc1a5,0.15487693073621808,1.2627679280232866,0.8100132665538368,-0.3365895244352665,normal,0.12627679280232867
Dancr,0.06093551017039294,0.8065267441237886,1.2151295484733304,0.3102057214877878,normal,0.08065267441237886
Tkt,0.5103766301284642,0.970760831981923,0.29210921994248806,0.04281219472691192,normal,0.0970760831981923
Mboat4,0.3920636136971105,0.6604395604395605,0.4066434614585933,0.598501554374873,normal,0.06604395604395605
Chd5,0.4367021822000261,0.966072747974176,0.3598146379044857,0.04979626277264208,normal,0.0966072747974176
Rcvrn,0.8559265526736693,1.0421671351903912,0.06756350066989768,-0.059586665115802545,normal,0.10421671351903912
Ylpm1,0.05084392214313389,1.0898816932034392,1.2937609549823277,-0.12417153877094611,normal,0.10898816932034391
Ccdc171,0.033290855438341954,1.2359937941734185,1.4776750451143357,-0.30567149960336343,down,0.12359937941734185
Higd2a,0.09949724146330217,0.8579320325365536,1.0021889597957139,0.2210647364474874,normal,0.08579320325365536
Gm21948,0.9491311980015155,0.994732881866065,0.02267375108182026,0.0076189277684823725,normal,0.0994732881866065
Ttll9,0.2886754979102374,0.7011995637949836,0.5395900764378205,0.5121029962671071,normal,0.07011995637949836
Mrps2,0.7430641587776149,0.9834218037290936,0.12897368610467408,0.02411775296543988,normal,0.09834218037290936
